contestant_id,contestant_name,season_number,episode_number,season_outcome,episode_placement,episode_title,episode_airdate,episode_type,episode_maxi_challenge_type,contestant_entrance,age,hometown_city,hometown_state,handle_instagram,handle_twitter
105,Charlie Hides,9,14,12,Guest,Grand Finale,2017-06-23,Finale,,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,14,8,Guest,Grand Finale,2017-06-23,Finale,,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,14,1,Winner,Grand Finale,2017-06-23,Finale,,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,14,5,Guest,Grand Finale,2017-06-23,Finale,,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,14,3,Eliminated,Grand Finale,2017-06-23,Finale,,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,14,3,Eliminated,Grand Finale,2017-06-23,Finale,,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
111,Kimora Blac,9,14,13,Guest,Grand Finale,2017-06-23,Finale,,10,27,Las Vegas,Nevada,kimorablac,kimorablac
112,Jaymes Mansfield,9,14,14,Guest,Grand Finale,2017-06-23,Finale,,11,26,Milwaukee,Wisconsin,jaymesmansfield,JaymesMansfield
113,Nina Bo'nina Brown,9,14,6,Guest,Grand Finale,2017-06-23,Finale,,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,14,9,Guest,Grand Finale,2017-06-23,Finale,,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,14,10,Guest,Grand Finale,2017-06-23,Finale,,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
116,Eureka,10,1,2,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,1,4,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,1,5,HIGH,10s Across The Board,2018-03-22,Competition,Sewing,3,33,Harlem,New York,miz_cracker,miz_cracker
119,Yuhua Hamasaki,10,1,12,HIGH,10s Across The Board,2018-03-22,Competition,Sewing,4,27,New York,New York,yuhuahamasaki,YuhuaHamasaki
120,Blair St. Clair,10,1,9,HIGH,10s Across The Board,2018-03-22,Competition,Sewing,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,1,6,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,1,2,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,1,10,WIN,10s Across The Board,2018-03-22,Competition,Sewing,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
124,Kalorie Karbdashian Williams,10,1,13,BTM2,10s Across The Board,2018-03-22,Competition,Sewing,9,27,Albuquerque,New Mexico,kalkarbdashianw,kalKARBdashianw
125,Monique Heart,10,1,8,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,1,11,LOW,10s Across The Board,2018-03-22,Competition,Sewing,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,1,7,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
128,Vanessa Vanjie Mateo,10,1,14,ELIM,10s Across The Board,2018-03-22,Competition,Sewing,13,25,Tampa,Florida,vanessavanjie,VanessaVanjie
129,Aquaria,10,1,1,SAFE,10s Across The Board,2018-03-22,Competition,Sewing,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,2,2,BTM2,PharmaRusical,2018-03-29,Competition,Lipsync,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,2,4,SAFE,PharmaRusical,2018-03-29,Competition,Lipsync,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,2,5,HIGH,PharmaRusical,2018-03-29,Competition,Lipsync,3,33,Harlem,New York,miz_cracker,miz_cracker
119,Yuhua Hamasaki,10,2,12,SAFE,PharmaRusical,2018-03-29,Competition,Lipsync,4,27,New York,New York,yuhuahamasaki,YuhuaHamasaki
120,Blair St. Clair,10,2,9,HIGH,PharmaRusical,2018-03-29,Competition,Lipsync,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,2,6,HIGH,PharmaRusical,2018-03-29,Competition,Lipsync,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,2,2,HIGH,PharmaRusical,2018-03-29,Competition,Lipsync,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,2,10,HIGH,PharmaRusical,2018-03-29,Competition,Lipsync,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
124,Kalorie Karbdashian Williams,10,2,13,ELIM,PharmaRusical,2018-03-29,Competition,Lipsync,9,27,Albuquerque,New Mexico,kalkarbdashianw,kalKARBdashianw
125,Monique Heart,10,2,8,LOW,PharmaRusical,2018-03-29,Competition,Lipsync,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,2,11,SAFE,PharmaRusical,2018-03-29,Competition,Lipsync,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,2,7,WIN,PharmaRusical,2018-03-29,Competition,Lipsync,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,2,1,SAFE,PharmaRusical,2018-03-29,Competition,Lipsync,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,3,2,HIGH,Tap That App,2018-04-05,Competition,Commercial,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,3,4,WIN,Tap That App,2018-04-05,Competition,Commercial,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,3,5,SAFE,Tap That App,2018-04-05,Competition,Commercial,3,33,Harlem,New York,miz_cracker,miz_cracker
119,Yuhua Hamasaki,10,3,12,ELIM,Tap That App,2018-04-05,Competition,Commercial,4,27,New York,New York,yuhuahamasaki,YuhuaHamasaki
120,Blair St. Clair,10,3,9,HIGH,Tap That App,2018-04-05,Competition,Commercial,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,3,6,SAFE,Tap That App,2018-04-05,Competition,Commercial,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,3,2,LOW,Tap That App,2018-04-05,Competition,Commercial,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,3,10,BTM2,Tap That App,2018-04-05,Competition,Commercial,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
125,Monique Heart,10,3,8,SAFE,Tap That App,2018-04-05,Competition,Commercial,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,3,11,SAFE,Tap That App,2018-04-05,Competition,Commercial,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,3,7,SAFE,Tap That App,2018-04-05,Competition,Commercial,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,3,1,SAFE,Tap That App,2018-04-05,Competition,Commercial,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,4,2,SAFE,The Last Ball on Earth,2018-04-12,Competition,Ball,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,4,4,LOW,The Last Ball on Earth,2018-04-12,Competition,Ball,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,4,5,HIGH,The Last Ball on Earth,2018-04-12,Competition,Ball,3,33,Harlem,New York,miz_cracker,miz_cracker
120,Blair St. Clair,10,4,9,SAFE,The Last Ball on Earth,2018-04-12,Competition,Ball,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,4,6,BTM2,The Last Ball on Earth,2018-04-12,Competition,Ball,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,4,2,HIGH,The Last Ball on Earth,2018-04-12,Competition,Ball,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,4,10,SAFE,The Last Ball on Earth,2018-04-12,Competition,Ball,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
125,Monique Heart,10,4,8,SAFE,The Last Ball on Earth,2018-04-12,Competition,Ball,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,4,11,ELIM,The Last Ball on Earth,2018-04-12,Competition,Ball,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,4,7,SAFE,The Last Ball on Earth,2018-04-12,Competition,Ball,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,4,1,WIN,The Last Ball on Earth,2018-04-12,Competition,Ball,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,5,2,WIN,The Bossy Rossy Show,2018-04-19,Competition,Comedy,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,5,4,SAFE,The Bossy Rossy Show,2018-04-19,Competition,Comedy,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,5,5,HIGH,The Bossy Rossy Show,2018-04-19,Competition,Comedy,3,33,Harlem,New York,miz_cracker,miz_cracker
120,Blair St. Clair,10,5,9,SAFE,The Bossy Rossy Show,2018-04-19,Competition,Comedy,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,5,6,BTM2,The Bossy Rossy Show,2018-04-19,Competition,Comedy,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,5,2,SAFE,The Bossy Rossy Show,2018-04-19,Competition,Comedy,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,5,10,ELIM,The Bossy Rossy Show,2018-04-19,Competition,Comedy,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
125,Monique Heart,10,5,8,HIGH,The Bossy Rossy Show,2018-04-19,Competition,Comedy,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
127,The Vixen,10,5,7,LOW,The Bossy Rossy Show,2018-04-19,Competition,Comedy,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,5,1,SAFE,The Bossy Rossy Show,2018-04-19,Competition,Comedy,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,6,2,WIN,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,6,4,SAFE,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,6,5,LOW,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,3,33,Harlem,New York,miz_cracker,miz_cracker
120,Blair St. Clair,10,6,9,ELIM,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,6,6,HIGH,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,6,2,HIGH,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
125,Monique Heart,10,6,8,SAFE,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
127,The Vixen,10,6,7,BTM2,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,6,1,SAFE,Drag Con Panel Extravaganza,2018-04-26,Competition,Personal Branding,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,7,2,HIGH,Snatch Game,2018-05-03,Competition,Snatch Game,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,7,4,LOW,Snatch Game,2018-05-03,Competition,Snatch Game,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,7,5,SAFE,Snatch Game,2018-05-03,Competition,Snatch Game,3,33,Harlem,New York,miz_cracker,miz_cracker
121,Monét X Change,10,7,6,HIGH,Snatch Game,2018-05-03,Competition,Snatch Game,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,7,2,SAFE,Snatch Game,2018-05-03,Competition,Snatch Game,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
125,Monique Heart,10,7,8,ELIM,Snatch Game,2018-05-03,Competition,Snatch Game,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
127,The Vixen,10,7,7,BTM2,Snatch Game,2018-05-03,Competition,Snatch Game,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,7,1,WIN,Snatch Game,2018-05-03,Competition,Snatch Game,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,8,2,SAFE,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,8,4,BTM2,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,8,5,SAFE,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,3,33,Harlem,New York,miz_cracker,miz_cracker
121,Monét X Change,10,8,6,HIGH,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,8,2,WIN,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
127,The Vixen,10,8,7,ELIM,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
129,Aquaria,10,8,1,LOW,The Unauthorized Rusical,2018-05-10,Competition,Lipsync,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,9,2,BTM2,Breastworld,2018-05-17,Competition,Acting,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,9,4,WIN,Breastworld,2018-05-17,Competition,Acting,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,9,5,LOW,Breastworld,2018-05-17,Competition,Acting,3,33,Harlem,New York,miz_cracker,miz_cracker
121,Monét X Change,10,9,6,HIGH,Breastworld,2018-05-17,Competition,Acting,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,9,2,BTM2,Breastworld,2018-05-17,Competition,Acting,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
129,Aquaria,10,9,1,HIGH,Breastworld,2018-05-17,Competition,Acting,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,10,2,HIGH,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,10,4,HIGH,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,10,5,WIN,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,3,33,Harlem,New York,miz_cracker,miz_cracker
121,Monét X Change,10,10,6,ELIM,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,10,2,BTM2,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
129,Aquaria,10,10,1,LOW,Social Media Kings Into Queens,2018-05-24,Competition,Makeover,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,11,2,HIGH,Evil Twins,2018-06-07,Competition,Personal Branding,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,11,4,HIGH,Evil Twins,2018-06-07,Competition,Personal Branding,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,11,5,ELIM,Evil Twins,2018-06-07,Competition,Personal Branding,3,33,Harlem,New York,miz_cracker,miz_cracker
122,Kameron Michaels,10,11,2,BTM2,Evil Twins,2018-06-07,Competition,Personal Branding,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
129,Aquaria,10,11,1,WIN,Evil Twins,2018-06-07,Competition,Personal Branding,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,12,2,SAFE,American,2018-06-14,Competition,Music Video,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,12,4,SAFE,American,2018-06-14,Competition,Music Video,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
122,Kameron Michaels,10,12,2,SAFE,American,2018-06-14,Competition,Music Video,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
129,Aquaria,10,12,1,SAFE,American,2018-06-14,Competition,Music Video,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,13,2,Guest,Queens Reunited,2018-06-21,Reunion,,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,13,4,Guest,Queens Reunited,2018-06-21,Reunion,,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,13,5,Guest,Queens Reunited,2018-06-21,Reunion,,3,33,Harlem,New York,miz_cracker,miz_cracker
119,Yuhua Hamasaki,10,13,12,Guest,Queens Reunited,2018-06-21,Reunion,,4,27,New York,New York,yuhuahamasaki,YuhuaHamasaki
120,Blair St. Clair,10,13,9,Guest,Queens Reunited,2018-06-21,Reunion,,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,13,6,Guest,Queens Reunited,2018-06-21,Reunion,,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,13,2,Guest,Queens Reunited,2018-06-21,Reunion,,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,13,10,Guest,Queens Reunited,2018-06-21,Reunion,,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
124,Kalorie Karbdashian Williams,10,13,13,Guest,Queens Reunited,2018-06-21,Reunion,,9,27,Albuquerque,New Mexico,kalkarbdashianw,kalKARBdashianw
125,Monique Heart,10,13,8,Guest,Queens Reunited,2018-06-21,Reunion,,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,13,11,Guest,Queens Reunited,2018-06-21,Reunion,,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,13,7,Guest,Queens Reunited,2018-06-21,Reunion,,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
128,Vanessa Vanjie Mateo,10,13,14,Guest,Queens Reunited,2018-06-21,Reunion,,13,25,Tampa,Florida,vanessavanjie,VanessaVanjie
129,Aquaria,10,13,1,Guest,Queens Reunited,2018-06-21,Reunion,,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
116,Eureka,10,14,2,Runner-up,Grand Finale,2018-06-28,Finale,,1,27,Johnson City,Tennessee,eurekaohara,eurekaohara
117,Asia O'Hara,10,14,4,Eliminated,Grand Finale,2018-06-28,Finale,,2,35,Dallas,Texas,asiaoharaland,AsiaOharaLand
118,Miz Cracker,10,14,5,Guest,Grand Finale,2018-06-28,Finale,,3,33,Harlem,New York,miz_cracker,miz_cracker
119,Yuhua Hamasaki,10,14,12,Guest,Grand Finale,2018-06-28,Finale,,4,27,New York,New York,yuhuahamasaki,YuhuaHamasaki
120,Blair St. Clair,10,14,9,Guest,Grand Finale,2018-06-28,Finale,,5,22,Indianapolis,Indiana,blairst.clair,BlairStClair
121,Monét X Change,10,14,6,Miss C,Grand Finale,2018-06-28,Finale,,6,27,The Bronx,New York,monetxchange,monetxchange
122,Kameron Michaels,10,14,2,Runner-up,Grand Finale,2018-06-28,Finale,,7,31,Nashville,Tennessee,kameronmichaels,KameronMichaels
123,Mayhem Miller,10,14,10,Guest,Grand Finale,2018-06-28,Finale,,8,35,Riverside,California,theonlymayhem,TheOnlyMayhem
124,Kalorie Karbdashian Williams,10,14,13,Guest,Grand Finale,2018-06-28,Finale,,9,27,Albuquerque,New Mexico,kalkarbdashianw,kalKARBdashianw
125,Monique Heart,10,14,8,Guest,Grand Finale,2018-06-28,Finale,,10,31,Kansas City,Missouri,iammoniqueheart,IAmMoniqueHeart
126,Dusty Ray Bottoms,10,14,11,Guest,Grand Finale,2018-06-28,Finale,,11,29,New York,New York,dustyray,DustyRayBottoms
127,The Vixen,10,14,7,Guest,Grand Finale,2018-06-28,Finale,,12,26,Chicago,Illinois,thevixensworld,TheVixensworld
128,Vanessa Vanjie Mateo,10,14,14,Guest,Grand Finale,2018-06-28,Finale,,13,25,Tampa,Florida,vanessavanjie,VanessaVanjie
129,Aquaria,10,14,1,Winner,Grand Finale,2018-06-28,Finale,,14,21,Brooklyn,New York,ageofaquaria,aquariaofficial
130,Vanessa Vanjie Mateo,11,1,5,HIGH,Whatcha Unpackin?,2019-02-28,Competition,Sewing,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,1,6,LOW,Whatcha Unpackin?,2019-02-28,Competition,Sewing,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,1,7,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,1,8,HIGH,Whatcha Unpackin?,2019-02-28,Competition,Sewing,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,1,12,LOW,Whatcha Unpackin?,2019-02-28,Competition,Sewing,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,1,10,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,1,13,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,1,3,HIGH,Whatcha Unpackin?,2019-02-28,Competition,Sewing,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,1,1,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,1,3,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,1,2,WIN,Whatcha Unpackin?,2019-02-28,Competition,Sewing,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,1,11,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,1,9,SAFE,Whatcha Unpackin?,2019-02-28,Competition,Sewing,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
143,Kahanna Montrese,11,1,14,BTM2,Whatcha Unpackin?,2019-02-28,Competition,Sewing,14,25,Las Vegas,Nevada,kahannamontrese,kahannamontrese
144,Soju,11,1,15,ELIM,Whatcha Unpackin?,2019-02-28,Competition,Sewing,15,27,Chicago,Illinois,shotwithsoju,shotwithsoju
130,Vanessa Vanjie Mateo,11,2,5,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,2,6,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,2,7,HIGH,"Good God Girl, Get Out",2019-03-07,Competition,Acting,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,2,8,HIGH,"Good God Girl, Get Out",2019-03-07,Competition,Acting,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,2,12,BTM2,"Good God Girl, Get Out",2019-03-07,Competition,Acting,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,2,10,WIN,"Good God Girl, Get Out",2019-03-07,Competition,Acting,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,2,13,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,2,3,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,2,1,WIN,"Good God Girl, Get Out",2019-03-07,Competition,Acting,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,2,3,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,2,2,LOW,"Good God Girl, Get Out",2019-03-07,Competition,Acting,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,2,11,LOW,"Good God Girl, Get Out",2019-03-07,Competition,Acting,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,2,9,SAFE,"Good God Girl, Get Out",2019-03-07,Competition,Acting,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
143,Kahanna Montrese,11,2,14,ELIM,"Good God Girl, Get Out",2019-03-07,Competition,Acting,14,25,Las Vegas,Nevada,kahannamontrese,kahannamontrese
130,Vanessa Vanjie Mateo,11,3,5,HIGH,Diva Worship,2019-03-14,Competition,Acting,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,3,6,WIN,Diva Worship,2019-03-14,Competition,Acting,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,3,7,BTM6,Diva Worship,2019-03-14,Competition,Acting,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,3,8,BTM6,Diva Worship,2019-03-14,Competition,Acting,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,3,12,HIGH,Diva Worship,2019-03-14,Competition,Acting,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,3,10,BTM6,Diva Worship,2019-03-14,Competition,Acting,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,3,13,ELIM,Diva Worship,2019-03-14,Competition,Acting,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,3,3,BTM6,Diva Worship,2019-03-14,Competition,Acting,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,3,1,HIGH,Diva Worship,2019-03-14,Competition,Acting,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,3,3,HIGH,Diva Worship,2019-03-14,Competition,Acting,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,3,2,HIGH,Diva Worship,2019-03-14,Competition,Acting,11,32,Nashville,Tennessee,bhytes,bhytes1
